review_id,freelancer_id,client_id,review_text,client_rating,communication_score,quality_score,delivery_score,budget_usd,project_category
3107,3107,2196,Cumplio con la mayor parte del alcance definido. El proyecto fue realizado en modalidad remota.,4.03,3.37,4.15,3.69,1632.19,web_development
3108,3108,2457,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.65,4.57,4.81,4.91,3606.86,digital_marketing
3109,3109,1333,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,3.88,3.77,4.19,4.2,1644.73,web_development
3110,3110,1944,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.82,4.36,4.82,4.42,3967.01,mobile_development
3111,3111,1211,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.43,4.58,4.99,4.31,4241.03,machine_learning
3112,3112,1565,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.75,4.21,4.99,4.41,4272.31,mobile_development
3113,3113,1214,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.82,4.5,4.42,4.42,1648.95,mobile_development
3114,3114,1449,"Trabajo limpio, bien documentado y con buena atencion al cliente. La experiencia general fue registrada por el cliente.",4.64,4.61,4.42,4.31,4692.32,web_development
3115,3115,1850,"Muy profesional, cumplio con todos los requerimientos del proyecto. La experiencia general fue registrada por el cliente.",4.96,4.22,4.88,4.69,4224.09,data_analysis
3116,3116,1535,El resultado no cumplio completamente con la calidad esperada. El alcance incluia revision de entregables.,2.5,3.14,2.37,2.27,2805.58,digital_marketing
3117,3117,1569,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.99,4.97,4.8,4.76,2255.73,graphic_design
3118,3118,1819,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.7,4.84,4.9,4.26,4676.97,digital_marketing
3119,3119,1671,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.47,4.53,4.92,4.87,585.48,mobile_development
3120,3120,1418,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.7,4.48,4.32,4.95,292.24,graphic_design
3121,3121,1482,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.46,4.3,4.98,4.72,4246.7,data_analysis
3122,3122,1919,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.48,4.37,4.62,4.34,4756.02,copywriting
3123,3123,1915,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.68,4.7,4.95,4.66,2232.48,copywriting
3124,3124,2132,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.43,4.65,4.62,4.27,2092.05,copywriting
3125,3125,2135,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.45,4.58,4.81,4.75,2797.34,digital_marketing
3126,3126,1366,Hubo problemas de seguimiento y varias tareas quedaron incompletas. El alcance incluia revision de entregables.,2.88,2.86,2.61,2.82,2935.74,graphic_design
3127,3127,1638,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.98,4.33,4.6,4.8,4547.52,graphic_design
3128,3128,1784,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.72,4.28,4.33,4.51,2996.73,data_analysis
3129,3129,1180,La entrega se atraso y fue necesario solicitar muchas correcciones. El alcance incluia revision de entregables.,2.02,2.06,2.81,2.78,3923.34,customer_support
3130,3130,2331,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.86,4.45,4.82,4.22,4859.29,customer_support
3131,3131,1861,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.74,4.6,4.47,4.97,1643.13,mobile_development
3132,3132,2105,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El alcance incluia revision de entregables.,4.48,4.76,4.95,4.48,64.85,customer_support
3133,3133,2207,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.68,4.53,4.86,4.78,4824.45,data_analysis
3134,3134,1441,Cumplio con la mayor parte del alcance definido. El cliente solicito cambios adicionales.,3.6,3.81,4.37,4.21,2545.6,web_development
3135,3135,1618,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",4.72,4.79,4.88,4.38,643.75,graphic_design
3136,3136,1915,Hubo problemas de seguimiento y varias tareas quedaron incompletas. El cliente solicito cambios adicionales.,2.25,3.03,3.36,1.54,675.58,copywriting
3137,3137,1495,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.7,4.63,4.4,4.7,1452.27,digital_marketing
3138,3138,2361,"La entrega se atraso y fue necesario solicitar muchas correcciones. Se evaluo tiempo, calidad y comunicacion.",2.05,2.67,2.36,1.77,2738.5,digital_marketing
3139,3139,2136,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.42,4.98,4.83,4.59,2724.36,data_analysis
3140,3140,1578,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.74,4.84,4.99,4.43,2317.58,data_analysis
3141,3141,1136,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.91,4.69,4.89,4.45,1467.97,digital_marketing
3142,3142,1243,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.42,4.51,4.31,4.45,1160.65,mobile_development
3143,3143,1027,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.68,4.45,4.84,4.67,4457.39,mobile_development
3144,3144,2140,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.82,4.79,4.73,4.32,3637.4,digital_marketing
3145,3145,1279,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El proyecto fue realizado en modalidad remota.",3.96,3.42,3.7,4.37,3090.02,mobile_development
3146,3146,1432,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.7,4.97,4.4,4.55,202.2,data_analysis
3147,3147,1912,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.49,4.41,4.87,4.85,2912.64,machine_learning
3148,3148,2362,Cumplio con la mayor parte del alcance definido. El cliente solicito cambios adicionales.,4.11,3.6,4.27,3.8,4904.62,copywriting
3149,3149,1208,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.93,4.31,4.91,4.71,3762.29,copywriting
3150,3150,1124,La comunicacion fue lenta y algunos requerimientos no quedaron claros. El cliente solicito cambios adicionales.,2.66,2.03,2.47,1.94,2603.62,customer_support
3151,3151,1147,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",4.83,4.76,4.97,4.8,265.67,graphic_design
3152,3152,1188,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.57,4.86,4.9,4.75,4270.33,digital_marketing
3153,3153,1670,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.92,4.81,4.7,5.0,2316.02,machine_learning
3154,3154,1135,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El alcance incluia revision de entregables.",3.97,3.97,3.83,3.92,177.45,mobile_development
3155,3155,2031,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.46,4.41,4.67,4.81,3996.38,customer_support
3156,3156,1835,Se necesito retrabajo porque la primera version tenia errores importantes. El alcance incluia revision de entregables.,2.72,2.67,2.58,1.91,1626.87,digital_marketing
3157,3157,2306,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.83,4.8,4.6,4.66,277.38,graphic_design
3158,3158,2270,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.99,4.47,4.61,4.3,665.57,copywriting
3159,3159,1341,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. La experiencia general fue registrada por el cliente.",3.4,3.31,3.87,3.22,4809.19,graphic_design
3160,3160,2359,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.77,4.62,4.5,4.54,561.94,copywriting
3161,3161,2146,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.85,4.9,4.49,4.63,932.4,copywriting
3162,3162,2167,Se necesito retrabajo porque la primera version tenia errores importantes. El cliente solicito cambios adicionales.,3.11,3.28,3.28,1.81,4433.21,machine_learning
3163,3163,2325,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.75,4.24,4.49,4.61,1463.01,machine_learning
3164,3164,2109,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El alcance incluia revision de entregables.",3.67,4.29,3.63,4.32,2235.56,mobile_development
3165,3165,2423,"Muy buen servicio, recomendado para proyectos futuros. El cliente solicito cambios adicionales.",4.56,4.25,4.57,4.34,348.6,mobile_development
3166,3166,1113,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.87,4.45,4.67,4.25,4727.38,customer_support
3167,3167,2007,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.84,4.31,4.89,4.43,2347.51,customer_support
3168,3168,2003,Se necesito retrabajo porque la primera version tenia errores importantes. El proyecto fue realizado en modalidad remota.,2.42,3.05,3.48,2.86,1877.8,machine_learning
3169,3169,1173,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.7,4.93,4.76,4.41,3570.76,mobile_development
3170,3170,1934,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.9,4.21,4.96,4.54,4997.97,mobile_development
3171,3171,1698,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.47,4.37,4.68,4.44,1545.23,digital_marketing
3172,3172,1963,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.5,4.81,4.86,4.55,2307.39,web_development
3173,3173,2073,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.44,4.6,4.45,4.8,4776.31,data_analysis
3174,3174,1191,La entrega se atraso y fue necesario solicitar muchas correcciones. La experiencia general fue registrada por el cliente.,3.0,1.9,2.04,2.54,2294.25,copywriting
3175,3175,1974,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.97,4.35,4.86,4.75,3580.02,graphic_design
3176,3176,1356,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.65,4.92,4.5,4.88,3504.4,mobile_development
3177,3177,2178,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.81,4.61,4.59,4.94,3918.12,customer_support
3178,3178,1365,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.82,4.52,4.64,4.88,3177.42,customer_support
3179,3179,1947,Cumplio con la mayor parte del alcance definido. El alcance incluia revision de entregables.,3.84,4.14,3.58,3.82,2406.24,web_development
3180,3180,1326,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.57,4.61,4.31,4.5,533.21,copywriting
3181,3181,2104,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.53,5.0,4.85,4.86,1261.03,data_analysis
3182,3182,2179,El resultado no cumplio completamente con la calidad esperada. La experiencia general fue registrada por el cliente.,2.27,3.26,3.39,3.07,415.53,digital_marketing
3183,3183,2252,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.73,4.3,4.9,4.99,4447.14,machine_learning
3184,3184,1246,Resultado funcional con algunos detalles pendientes al inicio. La experiencia general fue registrada por el cliente.,4.18,4.09,4.1,3.99,309.59,data_analysis
3185,3185,1456,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.91,4.44,4.79,4.56,4237.53,machine_learning
3186,3186,1140,"La calidad fue alta y mantuvo comunicacion constante durante el proceso. Se evaluo tiempo, calidad y comunicacion.",4.82,4.32,4.43,4.34,708.45,customer_support
3187,3187,1350,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.63,4.76,4.86,4.32,2480.19,web_development
3188,3188,2216,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.79,4.38,4.58,4.85,2416.7,copywriting
3189,3189,2208,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.89,4.61,4.92,4.34,1816.15,data_analysis
3190,3190,1152,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El alcance incluia revision de entregables.,4.42,4.42,4.32,4.69,1915.63,mobile_development
3191,3191,2288,Buena disposicion para corregir observaciones despues de la revision. El cliente solicito cambios adicionales.,3.82,3.84,3.57,4.33,2645.37,graphic_design
3192,3192,1302,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.54,4.35,4.81,4.82,2355.27,graphic_design
3193,3193,1002,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.55,4.58,4.63,4.3,3958.07,copywriting
3194,3194,2423,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.62,4.97,4.89,4.75,4060.82,data_analysis
3195,3195,1579,"Trabajo limpio, bien documentado y con buena atencion al cliente. La experiencia general fue registrada por el cliente.",4.82,4.96,4.3,4.64,1251.57,mobile_development
3196,3196,1212,"Muy profesional, cumplio con todos los requerimientos del proyecto. La experiencia general fue registrada por el cliente.",4.53,4.37,4.79,4.6,3154.37,customer_support
3197,3197,1458,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.6,4.45,4.61,4.81,4984.46,graphic_design
3198,3198,1973,"Buena disposicion para corregir observaciones despues de la revision. Se evaluo tiempo, calidad y comunicacion.",3.47,3.9,3.96,3.42,92.93,customer_support
3199,3199,1761,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.46,4.78,4.74,4.92,4675.59,graphic_design
3200,3200,1666,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.91,4.54,4.74,4.72,2266.95,digital_marketing
3201,3201,2307,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",4.66,4.25,4.89,4.2,4099.38,web_development
3202,3202,1507,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.72,4.53,4.8,4.92,1531.95,digital_marketing
3203,3203,2161,Buena disposicion para corregir observaciones despues de la revision. La experiencia general fue registrada por el cliente.,3.57,4.4,3.32,4.35,4532.32,copywriting
3204,3204,1955,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.76,4.32,4.44,4.78,1392.53,web_development
3205,3205,1920,Resultado funcional con algunos detalles pendientes al inicio. La experiencia general fue registrada por el cliente.,3.99,4.32,4.13,4.21,51.23,graphic_design
3206,3206,1208,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",5.0,4.96,4.91,4.84,4015.6,data_analysis
3207,3207,1082,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.54,4.94,4.79,4.9,1016.94,customer_support
3208,3208,2384,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. La experiencia general fue registrada por el cliente.",3.71,3.68,3.95,3.79,4733.15,machine_learning
3209,3209,2107,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",4.41,4.55,4.54,4.7,2016.41,data_analysis
3210,3210,1252,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.99,4.7,4.72,4.59,3207.24,customer_support
3211,3211,1814,Se necesito retrabajo porque la primera version tenia errores importantes. El cliente solicito cambios adicionales.,2.64,3.34,3.1,2.87,2478.72,machine_learning
3212,3212,1537,"Trabajo limpio, bien documentado y con buena atencion al cliente. La experiencia general fue registrada por el cliente.",4.83,4.69,4.38,4.55,4515.62,machine_learning
3213,3213,1911,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El proyecto fue realizado en modalidad remota.",4.14,3.84,3.63,3.36,2453.5,machine_learning
3214,3214,2319,Resultado funcional con algunos detalles pendientes al inicio. La experiencia general fue registrada por el cliente.,4.26,3.38,4.21,3.69,4620.22,mobile_development
3215,3215,2283,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.69,4.64,4.62,4.36,2593.39,customer_support
3216,3216,1087,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.87,4.29,4.35,4.66,4805.29,customer_support
3217,3217,1872,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.74,4.25,4.33,4.3,2913.83,web_development
3218,3218,1921,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.79,4.59,4.46,4.36,4688.83,mobile_development
3219,3219,1130,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.55,4.58,4.57,4.89,2938.78,digital_marketing
3220,3220,1441,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.85,4.35,4.39,4.98,3425.7,copywriting
3221,3221,1505,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.56,4.46,4.72,4.47,2184.29,machine_learning
3222,3222,2264,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El alcance incluia revision de entregables.,4.66,4.97,4.72,4.28,3572.59,graphic_design
3223,3223,1206,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El alcance incluia revision de entregables.",3.86,4.2,4.26,3.75,4837.93,web_development
3224,3224,1286,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El proyecto fue realizado en modalidad remota.",3.51,3.68,3.97,3.83,1926.73,customer_support
3225,3225,2290,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.99,4.41,4.55,4.82,1456.22,copywriting
3226,3226,2104,Cumplio con la mayor parte del alcance definido. El proyecto fue realizado en modalidad remota.,3.54,3.91,3.49,3.54,1900.86,mobile_development
3227,3227,2479,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.42,4.87,4.62,4.22,3309.63,copywriting
3228,3228,1490,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.7,4.35,4.51,4.86,1436.05,web_development
3229,3229,2282,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.94,4.74,4.43,4.45,788.47,graphic_design
3230,3230,1900,"Hubo problemas de seguimiento y varias tareas quedaron incompletas. Se evaluo tiempo, calidad y comunicacion.",2.49,2.7,2.82,2.82,4435.61,copywriting
3231,3231,1905,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.43,4.7,4.36,4.37,2992.31,digital_marketing
3232,3232,1705,Resultado funcional con algunos detalles pendientes al inicio. El cliente solicito cambios adicionales.,4.29,4.25,4.4,4.06,4104.71,digital_marketing
3233,3233,1744,Resultado funcional con algunos detalles pendientes al inicio. La experiencia general fue registrada por el cliente.,3.64,3.78,4.28,4.39,1613.73,digital_marketing
3234,3234,1912,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,4.07,3.91,3.55,3.55,2478.02,graphic_design
3235,3235,2171,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.42,4.39,4.82,4.51,3872.88,customer_support
3236,3236,1355,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.52,4.61,5.0,4.26,2515.84,copywriting
3237,3237,2477,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.67,4.46,4.83,4.88,1480.02,data_analysis
3238,3238,1290,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.42,4.62,4.61,4.96,4074.44,mobile_development
3239,3239,2468,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.49,4.34,4.67,4.5,3547.95,digital_marketing
3240,3240,1286,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.83,4.84,4.4,4.68,4838.03,mobile_development
3241,3241,1696,"El trabajo fue correcto, aunque hubo algunos ajustes menores. La experiencia general fue registrada por el cliente.",4.23,3.48,3.51,4.12,2050.18,mobile_development
3242,3242,2356,"La calidad fue alta y mantuvo comunicacion constante durante el proceso. Se evaluo tiempo, calidad y comunicacion.",4.68,4.58,4.85,4.58,3363.26,mobile_development
3243,3243,1688,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.44,4.99,4.84,4.92,4638.1,data_analysis
3244,3244,1624,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.44,4.95,4.87,4.58,557.26,web_development
3245,3245,2129,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.59,4.29,4.32,4.3,1866.77,web_development
3246,3246,1059,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.86,4.46,4.75,4.33,4621.67,machine_learning
3247,3247,2448,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.93,4.47,4.98,4.65,2925.87,digital_marketing
3248,3248,1452,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.64,4.8,4.49,4.45,2078.26,mobile_development
3249,3249,1593,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,4.0,3.76,4.04,3.51,4240.13,digital_marketing
3250,3250,2285,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.59,4.54,4.31,4.31,4869.53,data_analysis
3251,3251,1437,El resultado no cumplio completamente con la calidad esperada. El alcance incluia revision de entregables.,2.04,2.5,2.59,2.75,3964.85,web_development
3252,3252,2450,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.7,4.58,4.9,4.85,667.7,machine_learning
3253,3253,1331,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.7,4.94,4.39,4.44,2230.7,data_analysis
3254,3254,1629,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.62,4.93,4.74,4.92,2587.06,copywriting
3255,3255,1098,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.53,4.75,4.83,4.97,4789.61,graphic_design
3256,3256,1939,"Muy buen servicio, recomendado para proyectos futuros. El cliente solicito cambios adicionales.",4.67,4.23,4.52,4.2,4244.04,copywriting
3257,3257,1374,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.82,4.83,4.49,4.79,171.94,copywriting
3258,3258,2128,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.47,4.33,4.92,4.72,1624.46,copywriting
3259,3259,1839,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El alcance incluia revision de entregables.,4.98,4.85,4.42,4.37,2896.76,copywriting
3260,3260,2402,Hubo problemas de seguimiento y varias tareas quedaron incompletas. La experiencia general fue registrada por el cliente.,2.97,3.14,3.4,2.66,3115.21,machine_learning
3261,3261,1121,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.58,4.84,4.55,4.22,1279.67,graphic_design
3262,3262,1410,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.57,4.94,4.81,4.86,2419.56,customer_support
3263,3263,1163,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.71,4.2,4.62,4.53,771.87,digital_marketing
3264,3264,1797,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.65,4.4,4.34,4.6,4338.63,digital_marketing
3265,3265,2374,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.87,4.75,4.45,4.65,1277.83,digital_marketing
3266,3266,1257,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.72,4.99,4.48,4.5,3964.7,copywriting
3267,3267,2432,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.86,4.67,4.4,4.76,929.08,copywriting
3268,3268,2310,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.46,4.87,4.73,4.95,1494.17,web_development
3269,3269,2199,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.76,4.39,4.31,4.35,283.11,machine_learning
3270,3270,2286,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,3.92,4.39,3.34,4.35,1420.32,customer_support
3271,3271,1412,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.59,4.4,4.47,4.36,1497.39,web_development
3272,3272,1669,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.73,4.27,4.45,4.79,577.98,data_analysis
3273,3273,1917,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.43,4.67,4.58,4.81,910.38,data_analysis
3274,3274,2080,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.78,4.27,4.86,4.51,4251.9,copywriting
3275,3275,2332,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.67,4.66,4.79,5.0,4254.94,customer_support
3276,3276,1698,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.63,4.83,4.38,4.4,2659.85,mobile_development
3277,3277,2017,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.59,4.81,4.53,4.23,3428.83,mobile_development
3278,3278,1744,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El alcance incluia revision de entregables.",3.44,3.37,3.99,4.17,722.79,mobile_development
3279,3279,1396,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El alcance incluia revision de entregables.",3.97,3.8,3.48,4.1,4484.49,customer_support
3280,3280,2189,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.61,4.54,4.33,4.36,1812.37,copywriting
3281,3281,1900,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.48,4.8,4.43,4.43,1210.55,copywriting
